artist_id,artist_name
1058228,陈鸿宇
13056440,陈立农
2112,陈小春
12131566,CLOUDWANG
2127,陈柏宇
2201,陈势安
2117,侧田
2115,陈百强
12634049,丛铭君
2110,曹格
2118,成龙
2124,陈楚生
2121,蔡旻佑
12132471,陈信喆
2122,陈冠希
1044054,R7CKY
963409,陈学冬
1084178,Candy_Wind
2150,陈冠蒲
964450,陈奕夫
2111,崔健
2230,陈雅森
2159,曹轩宾
2153,常石磊
2331,陈翔
6557,曾一鸣
2294,陈光荣
963431,陈致逸
12010027,陈柏霖
31055,Cee
2125,陈晓东
2130,蔡国权
1043290,传琦SAMA
1041027,Chace
12023426,Carta
2135,陈勋奇
2147,陈旭
1046063,蔡方萌
1007135,陈小虎
2113,车继铃
168021,陈俊彤
2312,CAllStar
189379,陈鹏杰
224360,陈亮
1132979,蔡照
1124141,残泪杰
13057490,陈斯琪
2131,川子
2204,陈辉权
13059431,陈名豪
900139,曾经艺也
2141,陈雷
6608,曾志伟
2134,陈坤
2164,陈伟霆
991003,崔跃文
2414,曹越
2448,曹秦
13228454,蔡威泽
2209,陈少华
6862,曾志豪
14471208,陈丙
168042,曹寅
2133,陈奂仁
2276,崔京浩
1014024,茶季杨
1152025,陈知&游园惊梦
1080133,陈乐基
727005,陈赫
1149014,厨房仔
2138,陈浩民
2375,蔡志展
12312092,曹方瑞
958173,才让东珠
1043304,曹思义
2202,陈其钢
14713124,陈彦希REGI
12301031,陈圣夫
2174,陈底里
2330,晨熙
941023,曹槽
826307,陈晓
12091078,崔航
1081291,CloudINJoke
2336,程池
2119,蔡国庆
1060096,大彻
2213,苍茫
13057491,陈义夫
1049979,陈建斌
1028199,菜小宝丶
2428,陈劭康KOMIC
12202279,崔子千
1023094,陈浩东
2440,陈伟伦
1135118,陈咏谦
2168,陈彼得
2338,船长
2132,陈建骐
12054456,董又霖
12333145,DragonPig
2524,大张伟
2517,刀郎
791534,戴荃
2569,丁可
13058489,丁泽仁
2516,迪克牛仔
12440042,邓伦
2699,东篱
12291332,dj
671001,东南
2514,蛋堡
2623,邓超
1088061,DELA
13056441,邓烺怡
12250324,DJ马哥
188681,大鹏
896942,冬子
2515,窦唯
1203015,Dough-Boy
1135138,DJ浩宝
947023,董冬冬
2513,冬子
1053107,DJ建斌
2522,杜德伟
1087662,董昱昆
2578,大冰
2607,多亮
2614,大哲
5068,单色凌
2545,丁于
1049022,烛鷷大魔王
2518,东来东往
1038381,DJ张扬
189918,杜海涛
12194338,DJ阿奇
12273260,董子健
2520,东山少爷
12787446,杜佳阳
1057162,德格叶
2531,邓健泓
13059432,董岩磊
12154277,DJ
783379,杜歌
2519,董运昌
2527,DJ宝贝
1079143,蛋卷
2591,单小源
2528,刁寒
1078398,D-Lay
1081526,大痒痒
12810118,旦增才让
12894239,丁世光
2525,戴玉强
27695243,大一学长
12040073,丁冠森
2675,杜淳
2888,狄易达
13933117,大泫
1050280,于亮
2532,丁咚
12046643,杜天皓
2605,丁汀
2562,窦智孔
2682,丁炜
1058138,大琴师音乐游戏
2548,杜聪
1085030,敌门
12618022,戴景耀
2632,代理仁
1050641,大坏兔子
2616,丁少华
1097163,DarkMoon
1025229,DJYiXiu
1028197,daniel
1066056,dj皇家礼炮
12902436,豆心
12187012,大鹏
1047424,杜光祎
2521,邓伟标
2602,邓杰
2610,丁浩然
986276,董昊
981003,笛在月明楼
12630149,杜江
12121220,代越
1060122,DJLayDiMusic
12107621,豆腐P
1081326,DJRicardo
2537,邓健明
927045,单海锋
955037,丁乔
2702,东浩
2526,窦鹏
12137020,邓鼓
896569,旦旦
2582,大雄
28103369,大天狗
12048310,杜青
189955,贰婶
896894,贰佰
1085108,哦漏
1039899,eliaqsopa
2714,EDIQ
905634,二凉
1043015,JINDJs
2722,E.SO
1043383,Elvins.J
1192402,二龙湖浩哥
1050341,EACH9
12370200,EvisWy
966153,EdJean
1089203,Elfar
1135273,Eric
1053149,EDMarco
2727,二文
1046270,ETIRAZ
1040044,enderdz
12263011,二亮哥
1080049,“阿兰姐”
2720,贰贝勒·木森(J-Forest)
1019328,EDEN
1049701,国际友人-
12263400,EgilEllevill
1039919,EI身份证
2723,Ezfic
1093034,EryXDY
981041,Eveight
816055,EasyMind
12404124,EricSong
13195211,二辰
27888574,二夫
1054116,儿时玩具
12871192,EC一平
1050576,EXIA
2716,诶姆
1047255,Easion_Ng
1031114,换号中bigbus
1039900,ECRobot
1073043,ElectronOscillator
1049900,冉明阳
1038223,一针见喜
1050175,二龙
975774,二向柚
2735,EazyToo
2728,二宝
1047206,ElectronicDanceMusic
28390340,恩佐
12074153,EY魂
27888504,鹅王章祥福
2717,EthenChen
12170031,耳机
12332127,二飞
2710,恩炀
1049964,E.D.JHyunYu
2730,EugenePao
12363201,ERIC
29356296,ev
29356229,贰鹏
14099080,E&M经贸民谣
29302237,Enyx
12492296,Eggace
27693297,二少爷爷
12213188,俄比尔古
13971421,EmptyORio
1039360,ElectricGirl
12403137,尔冬明
762400,EverEndingKicks
1043309,耳东
2724,E歌
938073,二玩家
12743011,ErickBlu
2733,Evade
1039579,Emxi
2721,eclove23
13056442,范丞丞
2738,方大同
865007,法老
12213335,枫宇辰
2736,范逸臣
12028291,伏仪
842003,程渤智
1032016,风子
2747,费玉清
2739,方力申
2775,樊凡
1024309,Fcyco
2741,房祖名
12025631,Force嘟嘟
956281,符家浚
1081940,甫平
957020,冯佳界
1163007,方磊
2791,付辛博
2743,费翔
2742,方炯镔
1038367,HAO付豪
2768,付笛声
27694696,枫叶
12356808,范世錡
1039404,Forkyrie
1081292,Firah
862024,范忆堂
1047302,符号
2740,傅聪
228462,冯翰铭
2754,冯晓泉
1043488,范恩
2802,肥宝
1020150,李汶峰
1024299,OilyFish
2793,樊少华
1025042,梵墨
2752,方锦龙
1132196,冯建宇
2737,范宗沛
2749,范圣琦
896230,冯巩
1048005,范文夺
2753,冯德伦
2777,符致逸
2765,范振锋
4544,佛山DJ明仔
2778,冯言
28387442,冯舆轩
13683991,翻唱群星
1078032,林屿森LIN
2764,范思威
2827,付豪
1057234,FACEV?ID
2772,范琳
2786,范睿
2816,冯绍峰
12430082,FZ.方丈
1039402,fx
1047027,Ferrison
12325107,绯太子
1115016,FOM
2758,冯乔
818227,傅松
787065,浮游人-TonY
13840462,房岩
1022050,Fattwo
12332149,冯傑龙
1131048,付浩天
2813,冯泽雨
1039295,范洛
1018070,浮小生July
1016120,冯光
1084058,方毅
1124320,肥坨坨FatToc
725039,冯允谦
28391507,付飞社
1063170,何玉林
1049257,冯小波
2788,Faber
1046239,奉枫
1050441,F.BING.KAI
2808,冯晓荣
2757,傅振辉
1081399,冯光华
2803,范圣霖
2839,飞翔
1108145,GloomyVan
12250285,吠人
2762,方奕
2750,Finn
377197,FyBe
1041080,冯博
1039141,方雨晨
1041120,法特
12357569,周栈
2769,冯伟棠
2761,浮克
2829,范星光
12050057,G.G(张思源)
2843,郭顶
2849,古巨基
12136042,光泽
1044203,郭旭
2863,高进
1211046,GAI周延
1008034,鬼卞
13058582,跟风超人
2842,光良
27889345,官鸿
2852,郭富城
168010,葛林
2963,高安
2922,郭德纲
2868,关喆
12399037,国风Dom.T
13973042,谷嘉诚
2861,关楚耀
12023517,宫阁
2848,郭峰
2853,关正杰
1041024,GNS耀耀
2870,甘仕良
5311,苟瀚中
2850,顾嘉辉
13080288,关大洲
2959,根呷
2947,国蛋
2892,高林生
2859,管平湖
11974118,郭子睿
13228424,国丞
2874,顾峰
2981,葛平
2856,高枫
2862,龚一
13056443,高茂桐
13059433,甘俊
12332258,郭麒麟
2867,哏德全
13059434,GIGEL张津铭
1081301,YehudiToo
2945,歌浴森
3007,郭少杰
2851,郭子
2846,高明骏
1049033,高铭
1043146,光合唱片
820439,谷柏杉
2872,关德辉
2962,格茸农布
3020,过江龙
12165051,高心远
12289019,郭一恒
2979,格杰白玛
2847,郭伟亮
12998047,郭思达
11975240,郭俊辰
2928,高夫
12023557,高旗
2885,光头李进
1132850,顾稚蔚
2969,关泽楠
2841,高晓松
12475595,高晓攀
27695695,国哥
14101443,郭阳
2875,郭浩男
975574,GrymeMan
2878,顾海滨
12154162,高赫
3042,高正洋
2844,古天乐
1053246,郭纯
905095,嘎玛西周
2857,高凌风
2871,广智
12262021,宫俊
1049027,郭京飞
2887,高向鹏
12274269,高华阳
861441,GBZ
908209,Gordon扬豆仔
839567,GZ
1038338,GatsbyinaDaze
3031,关栋天
2946,刮刮乐
2912,郭炳坚
12931831,高火火
3029,高信
2890,恭硕良
2911,郭颂
1087558,郭赛伟
2968,轨道
13497261,谷江山
1132304,郭好为
2960,高韶青
2899,关贵敏
12197292,高泰宇
861777,华晨宇
3066,胡彦斌
3249,河图
3064,胡歌
12773144,韩沐伯
3273,胡夏
3058,后弦
1049179,Hanser
12065096,黄旭
3348,回音哥
13059437,黄新淳
3071,郝云
3255,黄渤
13059435,何东东
3415,霍尊
3081,胡伟立
1006030,洪尘
3073,黄凯芹
3072,韩磊
3118,黑龙
1068009,前后动机直升机组合
3256,黄明志
1081579,黄雨篱
1045031,黄立纲
3079,黄品源
1049349,胡碧乔
1011192,黑羊
3059,黄霑
3086,海鸣威
1025202,黄子韬
3337,黄艺明
12488022,黄榕生
3322,黄英华
3307,晃儿
3063,黄义达
3094,黄晓明
13057492,侯浩然
3181,贺一航
13056448,黄书豪
3146,侯旭
12598950,RA
3082,黄安
3311,海生
3090,何炅
3080,黄贯中
13056444,韩雍杰
3272,韩庚
3120,霍建华
1040132,黄超
3126,黄宗泽
3069,洪启
3116,黄家强
3061,黄磊
3093,黄征
1181165,何大河
3250,火风
1019154,黄礼格
3259,呼斯楞
789450,何山
12598388,胡蒎
1177014,韩安旭
3330,胡鸿钧
3121,黄阅
839761,何流
12487019,洪雨雷
3261,浩瀚
1182797,浩天
3065,黄立行
1006027,涵昱
3056,胡德夫
3378,何崇志
1041087,罗一四
3112,何润东
3123,黄国俊
13059436,何嘉庚
1081256,和弦
3162,胡兵
3276,何晟铭
3068,黄大炜
12796041,胡一天
3070,黄玠
14100082,黄圣池
94064,HowieLee
223221,陈斐
12914019,海馬WAVE$
3096,贺西格
1039086,何星烁RapStar
13056445,Hook于浩
13058490,胡致邦
12164075,黄景瑜
3404,贺一航
3055,何勇
3075,何训田
11880,H.K.君(HEROAR)
3421,黄勇
12049237,韩东君
3078,黄伟文
3074,杭天
3217,哈孜肯
3317,灰原穷
11975111,ilem
1038374,iMoon
11987075,impossibleChuck
1132544,Iceloki
956418,InfiniteMusic
29356237,illusory李虚无
1047333,iCsuo
1039978,ilham丁丁
900332,imeatART
12947494,itmusicstudio
133386,INK
1031042,ibinbao
1083022,iimmune
1039393,IMAGINE
1049076,InspirationCrowd
1031052,ImpracticalScraps
28390292,IanYu
29148246,IA
3438,iiiis
12263528,Imc王辰
1050737,IlyaAiWei
1039395,IANNE
28085491,ianbird吴冠亨
1161208,Izumikoga
1000135,"I,Defiance"
13738116,ins白日说唱家
233211,INTI
1081840,irevan
820494,Inbellum
1044068,IMCUICUI
13707529,ILCANTO
13430213,InfernalChaos
3445,IntangibleIsm
166014,金志文
13057497,Justin
5001,简弘亦
3535,JasonChen
188694,蒋家驹（蒋蒋）
3459,姜玉阳
827163,金贵晟
190079,家家
3456,姜育恒
789380,J-Sleeper性感的拖鞋
1071076,姜贰拾
28085561,Jason王威登
3453,蒋志光
3558,蒋明
1047078,江南诚
3452,蒋大为
13059443,J-ONE
3526,JRFog
3464,江涛
13059438,伽里
3466,姜鹏
187010,J.Sheon
1063007,居来
13059442,姜京佐
3450,几米
13056451,靖佩瑶
1106073,贾乃亮
3528,靳松
3537,鞠起
3498,金学峰
905426,金润吉
13226406,JKLEE
3539,井柏然
3536,金培达
1097081,JK.Chen
187203,坚持者
27694332,贾盛强
187394,精气神制作
3454,贾鹏芳
12262268,金6
1015710,江潮
1098154,JZlee
3499,景岗山
12914018,JOHN$
3600,江智民
3594,蒋山
12369108,精神领袖佛爷
1099005,小简
1038398,纪粹希
12488044,贾昱
3613,纪晓斌
1081155,蒋劲夫
5839,解小东
3563,金久哲
792823,简吟
1156032,靳东
225978,JOEWANG
3562,金复载
1047025,jackson
12451170,JA符龙飞
1124432,JeamsKing
1060009,JIANG.x
3451,金城武
3591,甲雍
1038368,贾巴阿叁
3463,江得胜
1049680,吉克曲布
995003,净土PureLand
1057168,九御kyuugo
3572,君子
3519,金科
1087229,吉佑社
3534,贾鹏新
3551,金泽
1028051,陈褚骏
1038352,蒋敦豪
12457183,金少祥
3515,Jeff李
3531,金力
3524,极泷
12526089,精彩词轩
729003,贾涛
1049408,姜潮
3504,君君
12634598,JV陈政文
3461,江凯文
12074481,Jokerone
3576,金玥
12203268,江南
1081355,Jimmis
1011198,江生
3484,吉中鸣
3482,焦恩俊
12488021,聚来提
1043152,杨其概
1043181,金忻
3541,姜昆
3521,姜洋
3458,纪佳松
1047250,吉克杰拉
1047064,KBShinya
862058,卡修Rui
3667,BaBur
3619,孔令奇
12493703,KELEVEN
13737107,可有道
3617,柯有伦
28387568,K乐
12048189,孔东东
1132451,柯大堡
3654,柯震东
1019172,凯玟桑
3658,克尔曼
3614,柯受良
13972448,空城mill
12024274,Kafe.Hu
3660,柯皓燃
3626,柯羽
3616,KenT
911042,康硕Kenny
3672,柯暮卿
12811143,KEVSER
1019155,孔垂楠
222404,卡斯Kas$
1050144,库亦晨
3627,康康
3651,KT
3641,凯撒
686006,康康
991002,柯智棠
5980,阚立文
3625,卡卡
1135192,A-Tong
1060093,KeyshawnBinean
3649,昆虫白
868001,KillerBlood
1080047,宗儒
3643,Kositu
1039449,Kit.Tam
27694228,康天庥
1081974,Koowho
12467220,K2
3624,孔祥东
12356071,凯文
1043220,Killazer
1161004,开松法师
3628,康克菲
12048059,康榕
13974121,孔舒航
1079139,卡列宁
3620,孔宏伟
3621,克里木
1038406,KhalilWonger
3640,Kz
12467039,K.Scarlet
1081372,孔岱山
3646,科尔沁夫
11974222,柯智豪
13565046,锟
787062,KnifeLee
1038242,堪布贝玛千贝仁波切
3623,康万生
1039757,孔熙俊
28085380,可乐
961279,孔一兵
1132845,K邵庄
1050581,Ray3
758285,KarmaKid
12290110,康桥
3662,轲然
1088051,KB
991229,肯别
1069015,杨文博Poe
12086178,邝雨翔
3636,KnowHopeCollective
1044036,Kael鹿帆
1124332,吕先生
999157,Katana_4real
1046036,口琴ok
12945681,康成
1081307,狂奔的萝卜
1099008,KNXER
1132707,Makino
12073350,寇麟
27693543,抗癌露露
1040055,Kona.Y
3622,康乔
12869562,KitsonLau
29150357,Knight
1094139,Ken-MingYang
787048,康智炜
3670,康梓峰
1049872,Kalen
3661,开克尔曼尼
1050287,King@CAllStar
13499905,堪布松柏仁波切
1084021,KH
3630,空气球
1074108,Ky
3655,孔朝晖
3684,林俊杰
3685,林宥嘉
4292,李荣浩
12493781,LilGhost小鬼
3681,李志
981141,伦桑
3699,李克勤
13056454,灵超
13059447,林超泽
13058498,林彦俊
3695,李健
3691,刘德华
13057676,李希侃
4171,刘昊霖
166010,梁博
3683,李宗盛
4130,李玉刚
12523349,卢焱
13056453,李权哲
3722,梁汉文
3692,林志炫
13056456,陆定昊
3682,老狼
1060132,柳爽
3689,李玖哲
4393,李代沫
3706,林子祥
3697,卢冠廷
12359437,李常超(Lao乾妈)
13022016,廖俊涛
3694,罗志祥
3686,罗大佑
1015657,刘刚
3705,李圣杰
4188,刘佳
12080400,李俊佑
3848,刘允乐
1040035,李雪莱
13057501,罗正
3690,卢广仲
1047239,流浪的蛙蛙
13056455,娄滋博
3701,黎明
3688,刘欢
1038093,鹿晗
27695878,梁靖康
3765,李易峰
4125,骆集益
4084,林奕匡
4093,李行亮
932053,蓝波
4015,冷漠
3698,罗文
1025271,刘旭阳
13059448,吕晨瑜
4069,六哲
1051026,廖效浓
13059444,李俊毅
3723,吕方
893267,李琦
15021287,刘洋
1083012,李慧宇
4006,梁晓雪
3715,梁朝伟
4055,赖伟锋
3812,刘可
4080,刘心
1039750,李智
3747,刘嘉亮
3772,雷诺儿
936007,李明霖
3713,刘东明
3704,林志颖
1044185,梁栋江
905491,老虎欧巴
4320,刘辰希
1021328,李子阳
4037,Lu1
13056452,李长庚
3793,陆虎
744274,蓝乐
4089,李炜
12107619,罗锟
3763,李国祥
3799,林依轮
12132197,李柄桦
3752,李维
3871,刘胡轶
3952,卢小旭
4474,刘明汉
12096060,廖佳琳
3708,蓝奕邦
12278698,乐正龙牙
12974786,林小坤
13058499,罗杰
12041069,李宏毅
3702,林峯
12263292,六月
816087,李晋
3956,罗家英
826336,马雨阳
188141,满舒克
4479,MCHotdog
1049168,MuSikI
4592,马頔
13056459,木子洋
12413,慕寒
1132392,马思唯
4569,麦振鸿
4483,麦浚龙
13415208,Max马俊
4621,闫东炜
1038238,Mario
1050630,孟大宝
187903,Mc光光
28387271,摩登兄弟刘宇宁
792162,M80
4486,毛宁
4485,马天宇
1049174,慕斯の小乖
4552,毛毛
571797,chillboy
4513,馒头
4480,马条
4488,满文军
1041122,Mr.岑
1058114,马融
1050611,M-PHOTOS
12389238,MJ-7
189932,猫饭
1043199,MC-5
858161,马潇
1041010,买尔旦
1089210,MyT1aN
1039222,梅粮新
1132719,Mardan
896927,莫西子诗
4481,满江
1047195,MC九局
12084382,Mc阿哲
4578,莫染
4489,MC仁
1063055,MerdanAblikim
1156176,孟可
13056458,明鹏
816093,茉莉僧
12136063,寐加岛
1043170,冰鑫
4619,马旭东
842005,马飞
12263877,Mc轩颜
12914544,马伯骞
13485144,MC七星
817036,蒙面哥
12261311,MC柯镇恶
1049093,MILLAN
896274,mAjorHon
12335229,Mc名决
4607,马丁
1039663,Mc苏刚
13923069,面具锋
4527,马上又
29304235,Melo
4490,马浚伟
4651,马博
1060200,Mr.16罗隽永
12233014,Mc画师
789391,马戏团小丑
12061030,漠心藤
12309156,Mc熙阳
4538,马常胜
13056457,闵喆祥
12131307,Mc药材
1032310,漠城
1053118,Mllano
4482,麻吉弟弟
4561,马三立
1085069,Mingkii
12132083,Mc阳子
959001,马东伟
4551,Mr.Trouble麻烦先生
1043013,MC神九
4576,毛方圆
1050693,MattZachary
784354,M.K
957152,喵步小雨中
4548,梅兰芳
12645566,马仕钊
1063133,马里奥赛德
12154030,MC星辰
832643,苗小青
4508,马德钟
832313,孟瑞
896782,苗阜
12263364,MC车哈哈
1105059,方仔RichJohn
4573,MastaMic
12263031,幕人
4496,麦子杰
1124557,木木
12514278,那吾克热LIL-EM
4678,南宫嘉骏
980113,宁桓宇
990051,泥鳅Niko
190349,NL不分
1074042,Noicybino
1058125,N2V
985227,南风ZJN
4672,倪安东
1049392,宁夏
12049020,NurmuhammatTursun
1050258,Nayim.Nabi
12908088,你样哥
12049170,NurimKuanix
4662,南风
1046339,南瓜饭
12098066,南派三叔
1050110,还没睡醒的DiDi
804367,南城二哥
12091030,牛歌
1019301,宁林
1057144,嫩桃弟弟
1039572,南山雨林
1027039,暖场小粽子
1039882,Nellee
1053166,南玛子呷
12042046,牛骏峰
4666,聂禹
12108665,奶猴子
1124323,男森RAP
12196231,拿哥
27813407,南拳妈妈弹头
12312084,聂枫
1040204,逆风而行
1049185,聂远
189831,Nencol
4665,牛朝阳
1001005,牛牛
13580194,嗯哼
1043403,南骧书戎
4677,宁峰
1041070,乃日戈
4686,南卓仁波切
12776731,尼格买提·热合曼
27693341,奶油小生
1050265,No.6
1000103,柠檬树
12335199,宁彩神
4661,倪敏然&倪嘉升
1043110,NeroNEX
4656,牛建党
1019003,Nic-BOOM
1019357,Nacid
220970,NANCY
935138,倪力
1039848,Nano33号
28391235,怒道诗情
4660,钮大可
862131,倪敏然
1044122,南味SOUTHFEEL
1050045,牛会龙
1040026,NO.59
12348450,南宫
1079101,南一
29302224,Neko
12467165,喃常乔
4709,女美爱我
4669,糯米
1044082,怒江雨
1057272,安夕尔
797346,南宫家骏
1081733,NoiseHappy
1040024,念尔
1039297,NEMY金属怪兽
12262225,NGC
1039680,南涩雨
4680,倪青
12408261,男众法师
1181764,宁新兵
12335177,诺一
