350100000000,福州市,0
350200000000,厦门市,0
350300000000,莆田市,0
350400000000,三明市,0
350500000000,泉州市,0
350600000000,漳州市,0
350700000000,南平市,0
350800000000,龙岩市,0
350900000000,宁德市,0
350101000000,市辖区,0
350102000000,鼓楼区,0
350103000000,台江区,0
350104000000,仓山区,0
350105000000,马尾区,0
350111000000,晋安区,0
350121000000,闽侯县,0
350122000000,连江县,0
350123000000,罗源县,0
350124000000,闽清县,0
350125000000,永泰县,0
350128000000,平潭县,0
350181000000,福清市,0
350182000000,长乐市,0
350201000000,市辖区,0
350203000000,思明区,0
350205000000,海沧区,0
350206000000,湖里区,0
350211000000,集美区,0
350212000000,同安区,0
350213000000,翔安区,0
350301000000,市辖区,0
350302000000,城厢区,0
350303000000,涵江区,0
350304000000,荔城区,0
350305000000,秀屿区,0
350322000000,仙游县,0
350401000000,市辖区,0
350402000000,梅列区,0
350403000000,三元区,0
350421000000,明溪县,0
350423000000,清流县,0
350424000000,宁化县,0
350425000000,大田县,0
350426000000,尤溪县,0
350427000000,沙县,0
350428000000,将乐县,0
350429000000,泰宁县,0
350430000000,建宁县,0
350481000000,永安市,0
350501000000,市辖区,0
350502000000,鲤城区,0
350503000000,丰泽区,0
350504000000,洛江区,0
350505000000,泉港区,0
350521000000,惠安县,0
350524000000,安溪县,0
350525000000,永春县,0
350526000000,德化县,0
350527000000,金门县,0
350581000000,石狮市,0
350582000000,晋江市,0
350583000000,南安市,0
350601000000,市辖区,0
350602000000,芗城区,0
350603000000,龙文区,0
350622000000,云霄县,0
350623000000,漳浦县,0
350624000000,诏安县,0
350625000000,长泰县,0
350626000000,东山县,0
350627000000,南靖县,0
350628000000,平和县,0
350629000000,华安县,0
350681000000,龙海市,0
350701000000,市辖区,0
350702000000,延平区,0
350703000000,建阳区,0
350721000000,顺昌县,0
350722000000,浦城县,0
350723000000,光泽县,0
350724000000,松溪县,0
350725000000,政和县,0
350781000000,邵武市,0
350782000000,武夷山市,0
350783000000,建瓯市,0
350801000000,市辖区,0
350802000000,新罗区,0
350803000000,永定区,0
350821000000,长汀县,0
350823000000,上杭县,0
350824000000,武平县,0
350825000000,连城县,0
350881000000,漳平市,0
350901000000,市辖区,0
350902000000,蕉城区,0
350921000000,霞浦县,0
350922000000,古田县,0
350923000000,屏南县,0
350924000000,寿宁县,0
350925000000,周宁县,0
350926000000,柘荣县,0
350981000000,福安市,0
350982000000,福鼎市,0
350102001000,鼓东街道,0
350102002000,鼓西街道,0
350102003000,温泉街道,0
350102004000,东街街道,0
350102005000,南街街道,0
350102006000,安泰街道,0
350102007000,华大街道,0
350102008000,水部街道,0
350102009000,五凤街道,0
350102100000,洪山镇,0
350103001000,瀛洲街道,0
350103002000,后洲街道,0
350103003000,义洲街道,0
350103004000,新港街道,0
350103005000,上海街道,0
350103007000,苍霞街道,0
350103009000,茶亭街道,0
350103010000,洋中街道,0
350103011000,鳌峰街道,0
350103012000,宁化街道,0
350104001000,仓前街道,0
350104002000,东升街道,0
350104003000,对湖街道,0
350104004000,临江街道,0
350104005000,三叉街街道,0
350104006000,上渡街道,0
350104007000,下渡街道,0
350104008000,金山街道,0
350104100000,仓山镇,0
350104101000,城门镇,0
350104102000,盖山镇,0
350104103000,建新镇,0
350104104000,螺洲镇,0
350104400000,红星农场,0
350105001000,罗星街道,0
350105100000,马尾镇,0
350105101000,亭江镇,0
350105102000,琅岐镇,0
350111001000,茶园街道,0
350111002000,王庄街道,0
350111003000,象园街道,0
350111100000,鼓山镇,0
350111101000,新店镇,0
350111102000,岳峰镇,0
350111103000,宦溪镇,0
350111201000,寿山乡,0
350111202000,日溪乡,0
350121001000,甘蔗街道,0
350121101000,白沙镇,0
350121102000,南屿镇,0
350121103000,尚干镇,0
350121104000,祥谦镇,0
350121105000,青口镇,0
350121106000,南通镇,0
350121107000,上街镇,0
350121108000,荆溪镇,0
350121200000,竹岐乡,0
350121201000,鸿尾乡,0
