110100000000,市辖区,0
110101000000,东城区,0
110102000000,西城区,0
110105000000,朝阳区,0
110106000000,丰台区,0
110107000000,石景山区,0
110108000000,海淀区,0
110109000000,门头沟区,0
110111000000,房山区,0
110112000000,通州区,0
110113000000,顺义区,0
110114000000,昌平区,0
110115000000,大兴区,0
110116000000,怀柔区,0
110117000000,平谷区,0
110118000000,密云区,0
110119000000,延庆区,0
110101001000,东华门街道办事处,0
110101002000,景山街道办事处,0
110101003000,交道口街道办事处,0
110101004000,安定门街道办事处,0
110101005000,北新桥街道办事处,0
110101006000,东四街道办事处,0
110101007000,朝阳门街道办事处,0
110101008000,建国门街道办事处,0
110101009000,东直门街道办事处,0
110101010000,和平里街道办事处,0
110101011000,前门街道办事处,0
110101012000,崇文门外街道办事处,0
110101013000,东花市街道办事处,0
110101014000,龙潭街道办事处,0
110101015000,体育馆路街道办事处,0
110101016000,天坛街道办事处,0
110101017000,永定门外街道办事处,0
110102001000,西长安街街道办事处,0
110102003000,新街口街道办事处,0
110102007000,月坛街道办事处,0
110102009000,展览路街道办事处,0
110102010000,德胜街道办事处,0
110102011000,金融街街道办事处,0
110102012000,什刹海街道办事处,0
110102013000,大栅栏街道办事处,0
110102014000,天桥街道办事处,0
110102015000,椿树街道办事处,0
110102016000,陶然亭街道办事处,0
110102017000,广安门内街道办事处,0
110102018000,牛街街道办事处,0
110102019000,白纸坊街道办事处,0
110102020000,广安门外街道办事处,0
110105001000,建外街道办事处,0
110105002000,朝外街道办事处,0
110105003000,呼家楼街道办事处,0
110105004000,三里屯街道办事处,0
110105005000,左家庄街道办事处,0
110105006000,香河园街道办事处,0
110105007000,和平街街道办事处,0
110105008000,安贞街道办事处,0
110105009000,亚运村街道办事处,0
110105010000,小关街道办事处,0
110105011000,酒仙桥街道办事处,0
110105012000,麦子店街道办事处,0
110105013000,团结湖街道办事处,0
110105014000,六里屯街道办事处,0
110105015000,八里庄街道办事处,0
110105016000,双井街道办事处,0
110105017000,劲松街道办事处,0
110105018000,潘家园街道办事处,0
110105019000,垡头街道办事处,0
110105021000,南磨房地区办事处,0
110105022000,高碑店地区办事处,0
110105023000,将台地区办事处,0
110105024000,太阳宫地区办事处,0
110105025000,大屯街道办事处,0
110105026000,望京街道办事处,0
110105027000,小红门地区办事处,0
110105028000,十八里店地区办事处,0
110105029000,平房地区办事处,0
110105030000,东风地区办事处,0
110105031000,奥运村街道办事处,0
110105032000,来广营地区办事处,0
110105033000,常营地区办事处,0
110105034000,三间房地区办事处,0
110105035000,管庄地区办事处,0
110105036000,金盏地区办事处,0
110105037000,孙河地区办事处,0
110105038000,崔各庄地区办事处,0
110105039000,东坝地区办事处,0
110105040000,黑庄户地区办事处,0
110105041000,豆各庄地区办事处,0
110105042000,王四营地区办事处,0
110105043000,东湖街道办事处,0
110105400000,首都机场街道办事处,0
110106001000,右安门街道办事处,0
110106002000,太平桥街道办事处,0
110106003000,西罗园街道办事处,0
110106004000,大红门街道办事处,0
110106005000,南苑街道办事处,0
110106006000,东高地街道办事处,0
110106007000,东铁匠营街道办事处,0
110106008000,卢沟桥街道办事处,0
110106009000,丰台街道办事处,0
110106010000,新村街道办事处,0
110106011000,长辛店街道办事处,0
110106012000,云岗街道办事处,0
110106013000,方庄地区办事处,0
110106014000,宛平城地区办事处,0
110106015000,马家堡街道办事处,0
110106016000,和义街道办事处,0
110106017000,卢沟桥地区办事处,0
110106018000,花乡地区办事处,0
110106019000,南苑地区办事处,0
110106100000,长辛店镇,0
110106101000,王佐镇,0
110107001000,八宝山街道办事处,0
110107002000,老山街道办事处,0
110107003000,八角街道办事处,0
110107004000,古城街道办事处,0
110107005000,苹果园街道办事处,0
110107006000,金顶街街道办事处,0
110107009000,广宁街道办事处,0
110107010000,五里坨街道办事处,0
110107011000,鲁谷街道办事处,0
110108001000,万寿路街道办事处,0
110108002000,永定路街道办事处,0
110108003000,羊坊店街道办事处,0
110108004000,甘家口街道办事处,0
110108005000,八里庄街道办事处,0
110108006000,紫竹院街道办事处,0
110108007000,北下关街道办事处,0
110108008000,北太平庄街道办事处,0
110108010000,学院路街道办事处,0
110108011000,中关村街道办事处,0
110108012000,海淀街道办事处,0
110108013000,青龙桥街道办事处,0
110108014000,清华园街道办事处,0
110108015000,燕园街道办事处,0
110108016000,香山街道办事处,0
110108017000,清河街道办事处,0
110108018000,花园路街道办事处,0
110108019000,西三旗街道办事处,0
110108020000,马连洼街道办事处,0
110108021000,田村路街道办事处,0
110108022000,上地街道办事处,0
110108023000,万柳地区办事处,0
110108024000,东升地区办事处,0
110108025000,曙光街道办事处,0
110108026000,温泉地区办事处,0
110108027000,四季青地区办事处,0
110108028000,西北旺地区办事处,0
110108029000,苏家坨地区办事处,0
110108030000,上庄地区办事处,0
110109001000,大峪街道办事处,0
110109002000,城子街道办事处,0
110109003000,东辛房街道办事处,0
110109004000,大台街道办事处,0
110109005000,王平地区办事处,0
110109006000,永定地区办事处,0
110109007000,龙泉地区办事处,0
110109101000,潭柘寺镇,0
110109104000,军庄镇,0
110109105000,雁翅镇,0
110109106000,斋堂镇,0
110109107000,清水镇,0
110109108000,妙峰山镇,0
110111001000,城关街道办事处,0
110111002000,新镇街道办事处,0
110111004000,向阳街道办事处,0
110111005000,东风街道办事处,0
110111006000,迎风街道办事处,0
110111007000,星城街道办事处,0
110111008000,良乡地区办事处,0
110111009000,周口店地区办事处,0
110111010000,琉璃河地区办事处,0
110111011000,拱辰街道办事处,0
110111012000,西潞街道办事处,0
110111101000,阎村镇,0
110111103000,窦店镇,0
110111104000,石楼镇,0
110111105000,长阳镇,0
110111107000,河北镇,0
110111108000,长沟镇,0
110111109000,大石窝镇,0
110111110000,张坊镇,0
