代码,名称,最新价,涨跌幅,涨跌额,成交量(股),成交额,振幅,最高,最低,今开,昨收,量比,指数
000904,中证200,4045.41,-1.91%,-78.7,92.16亿,1103亿,2.56%,4142.13,4036.63,4139.56,4124.11,1.13,上证系列指数
000944,内地资源,2501.44,-1.94%,-49.48,42.46亿,318亿,2.04%,2547.31,2495.25,2547.2,2550.92,1.18,上证系列指数
000150,380红利,8886.56,-1.96%,-177.77,4.83亿,38.6亿,2.27%,9073.17,8867.75,9064.49,9064.33,0.95,上证系列指数
000929,中证材料,2764.4,-1.97%,-55.51,47.89亿,483.2亿,2.35%,2822.75,2756.62,2821.65,2819.91,0.92,上证系列指数
000984,300等权,4118.14,-1.97%,-82.62,189.4亿,2444亿,2.56%,4215.42,4107.73,4213.72,4200.76,1.1,上证系列指数
000129,180波动,13544.49,-1.99%,-274.42,80.27亿,855.4亿,2.61%,13881.18,13520.33,13876.63,13818.91,1.03,上证系列指数
000955,中证国企,1330.39,-1.99%,-26.96,308.4亿,3129亿,2.40%,1359.79,1327.2,1359.29,1357.35,1.0,上证系列指数
000047,上证全指,3417.81,-2.00%,-69.89,220.7亿,2378亿,2.55%,3498.24,3409.17,3497.12,3487.7,1.05,上证系列指数
000152,上央红利,2061.5,-2.00%,-42.15,29.68亿,261.7亿,2.31%,2106.4,2057.88,2105.23,2103.66,0.95,上证系列指数
000159,沪股通,3171.69,-2.01%,-64.99,204.4亿,2354亿,2.54%,3246.13,3163.76,3245.15,3236.68,1.03,上证系列指数
000071,材料等权,3134.95,-2.01%,-64.16,27.17亿,280.5亿,2.34%,3203.08,3128.08,3202.88,3199.11,0.97,上证系列指数
000033,上证材料,2108.67,-2.02%,-43.41,27.17亿,280.5亿,2.37%,2154.4,2103.44,2153.85,2152.08,0.97,上证系列指数
000055,上证地企,1227.2,-2.04%,-25.61,26.73亿,385.4亿,2.69%,1258.71,1225.02,1257.35,1252.81,0.98,上证系列指数
000909,300材料,2198.21,-2.04%,-45.85,22.36亿,258.3亿,2.40%,2246.32,2192.53,2245.77,2244.07,0.96,上证系列指数
000922,中证红利,4891.72,-2.04%,-101.96,49.44亿,548.6亿,2.32%,4998.78,4882.84,4993.16,4993.68,0.98,上证系列指数
000942,内地消费,9062.62,-2.04%,-188.37,14.43亿,400.2亿,2.70%,9292.4,9042.82,9242.69,9250.99,0.99,上证系列指数
000034,上证工业,2301.15,-2.06%,-48.35,27.99亿,250.5亿,3.03%,2365.78,2294.65,2363.64,2349.5,1.12,上证系列指数
000812,细分机械,4354.37,-2.06%,-91.76,23.9亿,242.3亿,3.08%,4475.32,4338.28,4469.55,4446.13,1.02,上证系列指数
000145,优势资源,3465.76,-2.07%,-73.26,23.06亿,213.1亿,2.32%,3539.19,3457.24,3539.19,3539.02,1.18,上证系列指数
000030,180R成长,2252.52,-2.07%,-47.52,80.99亿,1183亿,2.66%,2308.21,2247.06,2306.96,2300.04,1.09,上证系列指数
000043,超大盘,2533.13,-2.08%,-53.82,29.91亿,455.7亿,2.62%,2592.93,2525.23,2591.89,2586.95,1.21,上证系列指数
000044,上证中盘,3638.28,-2.08%,-77.43,58.4亿,708.9亿,2.78%,3734.67,3631.54,3732.23,3715.71,0.98,上证系列指数
000857,500医药,11126.25,-2.08%,-236.76,8.36亿,98.45亿,2.62%,11394.48,11096.35,11380.24,11363.01,0.9,上证系列指数
000901,小康指数,5580.67,-2.09%,-119.07,69.18亿,794.1亿,2.63%,5718.65,5569.01,5717.88,5699.74,1.08,上证系列指数
000057,全指成长,4093.9,-2.09%,-87.58,58.04亿,833.4亿,2.70%,4196.77,4083.82,4189.52,4181.48,1.16,上证系列指数
000926,中证央企,1990.98,-2.10%,-42.77,128.8亿,1314亿,2.45%,2036.06,1986.3,2035.87,2033.75,0.99,上证系列指数
000906,中证800,4306.64,-2.11%,-92.69,347.5亿,3878亿,2.53%,4406.37,4295.11,4405.67,4399.33,1.06,上证系列指数
000051,180等权,8843.42,-2.12%,-191.98,115.2亿,1458亿,2.78%,9072.67,8821.34,9068.44,9035.4,1.04,上证系列指数
000853,CSSW丝路,1870.9,-2.12%,-40.44,60.43亿,569.6亿,3.09%,1922.61,1863.52,1922.03,1911.34,1.09,上证系列指数
000811,细分有色,4203.94,-2.12%,-91.21,19.93亿,175.9亿,2.24%,4289.52,4193.39,4287.22,4295.15,1.0,上证系列指数
000920,300R成长,3470.3,-2.12%,-74.99,126亿,1890亿,2.52%,3551.68,3462.51,3547.97,3545.29,1.13,上证系列指数
000100,上证F500,5240.79,-2.14%,-114.83,221.7亿,2199亿,2.69%,5372.11,5227.83,5370.19,5355.62,1.05,上证系列指数
000125,180稳定,10760.44,-2.15%,-235.93,65亿,841.1亿,2.67%,11030.88,10736.97,11026.63,10996.37,0.95,上证系列指数
000015,红利指数,2973.18,-2.17%,-66.03,32.15亿,305.8亿,2.44%,3042.4,2968.29,3041.16,3039.21,0.97,上证系列指数
000073,可选等权,2624.44,-2.17%,-58.25,14.54亿,127.4亿,2.69%,2687.36,2615.27,2687.36,2682.69,1.08,上证系列指数
000019,治理指数,1119.4,-2.19%,-25.05,128亿,1317亿,2.72%,1147.38,1116.27,1147.12,1144.45,1.05,上证系列指数
000151,上国红利,1343.99,-2.19%,-30.16,24.78亿,202.2亿,2.54%,1377.42,1342.54,1376.0,1374.15,0.92,上证系列指数
000060,全R价值,3790.6,-2.20%,-85.17,184.6亿,1846亿,2.72%,3886.3,3780.75,3884.77,3875.77,1.02,上证系列指数
000819,有色金属,3863.94,-2.20%,-87.11,21.81亿,205.3亿,2.38%,3947.61,3853.62,3947.33,3951.05,0.99,上证系列指数
000972,300沪市,3737.93,-2.21%,-84.49,126.5亿,1502亿,2.75%,3834.5,3729.2,3833.26,3822.42,1.08,上证系列指数
000056,上证国企,1099.05,-2.21%,-24.86,80.88亿,893.6亿,2.74%,1127.56,1096.73,1127.0,1123.91,1.05,上证系列指数
000822,500红利,8761.72,-2.23%,-199.5,10.53亿,103.8亿,2.52%,8961.32,8735.92,8954.75,8961.22,0.92,上证系列指数
000910,300工业,2444.61,-2.24%,-56.13,34.32亿,309.2亿,3.14%,2515.65,2437.1,2513.79,2500.74,1.12,上证系列指数
000805,A股资源,4188.85,-2.24%,-96.19,40.97亿,319.6亿,2.39%,4282.07,4179.6,4280.64,4285.04,1.22,上证系列指数
000844,300稳定,4690.93,-2.24%,-107.36,91.53亿,1251亿,2.60%,4804.98,4680.07,4803.89,4798.29,0.99,上证系列指数
000102,沪投资品,4275.37,-2.25%,-98.3,27.53亿,284.6亿,2.75%,4383.75,4263.46,4382.05,4373.67,1.1,上证系列指数
000967,基本600,5588.5,-2.25%,-128.9,296亿,3217亿,2.72%,5728.88,5573.53,5727.54,5717.4,1.06,上证系列指数
000927,央企100,1808.2,-2.26%,-41.74,70.75亿,684.9亿,2.61%,1852.17,1803.9,1852.17,1849.94,1.08,上证系列指数
000975,钱江30,1346.63,-2.26%,-31.14,10.61亿,197.8亿,2.18%,1374.97,1344.93,1374.11,1377.77,0.97,上证系列指数
000846,ESG100,1257.94,-2.26%,-29.03,81.42亿,967.9亿,2.61%,1288.57,1254.93,1288.41,1286.97,1.05,上证系列指数
000010,上证180,8887.02,-2.26%,-205.89,115.2亿,1458亿,2.79%,9119.27,8865.76,9116.95,9092.91,1.04,上证系列指数
000098,上证F200,4746.57,-2.26%,-109.82,137亿,1359亿,2.80%,4871.16,4734.98,4869.76,4856.39,1.07,上证系列指数
000980,中证超大,3419.97,-2.26%,-79.18,61.98亿,880.5亿,2.47%,3499.08,3412.77,3499.08,3499.14,1.09,上证系列指数
000956,国企200,1196.6,-2.27%,-27.84,125.6亿,1442亿,2.64%,1226.26,1193.97,1225.86,1224.45,1.05,上证系列指数
000824,国企红利,1860.67,-2.29%,-43.63,51.69亿,581.6亿,2.60%,1906.82,1857.32,1904.83,1904.3,0.99,上证系列指数
000954,地企100,1320.81,-2.29%,-30.96,54.87亿,756.8亿,2.71%,1354.52,1317.88,1353.28,1351.77,1.01,上证系列指数
000825,央企红利,3143.06,-2.29%,-73.61,27.42亿,209.2亿,2.61%,3222.01,3137.97,3211.65,3216.68,0.94,上证系列指数
000823,800有色,3890.85,-2.31%,-92.03,16.89亿,161.8亿,2.41%,3975.95,3879.99,3974.28,3982.88,0.92,上证系列指数
000300,沪深300,4025.61,-2.31%,-95.0,189.4亿,2444亿,2.68%,4126.09,4015.47,4125.97,4120.61,1.1,上证系列指数
000971,等权90,2852.64,-2.34%,-68.38,94.77亿,1378亿,2.75%,2924.94,2844.48,2924.94,2921.02,1.12,上证系列指数
000049,上证民企,1803.17,-2.34%,-43.17,25.7亿,424.8亿,2.92%,1852.73,1798.82,1852.07,1846.34,1.06,上证系列指数
000035,上证可选,2628.39,-2.35%,-63.38,14.54亿,127.4亿,2.58%,2691.04,2621.64,2691.04,2691.77,1.08,上证系列指数
000028,180成长,3591.27,-2.35%,-86.4,33.31亿,577.7亿,2.73%,3684.48,3584.09,3679.55,3677.67,1.13,上证系列指数
000016,上证50,2970.49,-2.36%,-71.94,56.76亿,748.7亿,2.84%,3048.82,2962.36,3047.43,3042.43,1.1,上证系列指数
000042,上证央企,1644.16,-2.36%,-39.67,54.14亿,508.2亿,2.83%,1687.52,1639.82,1687.18,1683.83,1.1,上证系列指数
000008,综合指数,3040.33,-2.38%,-74.12,87.13亿,844亿,2.90%,3123.48,3033.08,3121.25,3114.45,1.03,上证系列指数
000058,全指价值,4345.22,-2.39%,-106.25,88.09亿,845.3亿,2.78%,4458.05,4334.5,4457.02,4451.47,1.01,上证系列指数
000062,上证沪企,2294.37,-2.39%,-56.23,16.07亿,200.2亿,2.96%,2360.36,2290.84,2357.8,2350.6,1.02,上证系列指数
000053,180基本,11667.02,-2.40%,-286.35,115.2亿,1458亿,2.88%,11984.18,11640.19,11980.87,11953.36,1.04,上证系列指数
000155,市值百强,2961.08,-2.40%,-72.76,86.83亿,1141亿,2.87%,3040.57,2953.61,3039.98,3033.85,1.09,上证系列指数
000171,新兴成指,1189.82,-2.40%,-29.24,39.24亿,645.6亿,2.61%,1219.09,1187.25,1219.09,1219.06,1.2,上证系列指数
000965,基本200,5026.48,-2.41%,-123.96,147.2亿,1707亿,2.83%,5158.97,5013.37,5158.42,5150.44,1.06,上证系列指数
000031,180R价值,3153.78,-2.42%,-78.32,98.52亿,1160亿,2.94%,3241.16,3146.14,3239.7,3232.1,1.01,上证系列指数
000052,50基本,3186.84,-2.43%,-79.38,56.76亿,748.7亿,2.87%,3271.78,3178.07,3270.78,3266.22,1.1,上证系列指数
000050,50等权,2429.29,-2.44%,-60.69,56.76亿,748.7亿,2.88%,2493.78,2422.0,2493.47,2489.98,1.1,上证系列指数
000021,180治理,1031.4,-2.44%,-25.78,77.1亿,893.7亿,2.95%,1059.79,1028.59,1059.55,1057.18,1.07,上证系列指数
000921,300R价值,4272.86,-2.45%,-107.25,151.8亿,1814亿,2.90%,4388.55,4261.42,4387.6,4380.11,1.04,上证系列指数
000149,180红利,3753.91,-2.45%,-94.18,28.12亿,265.5亿,2.58%,3847.78,3748.43,3846.56,3848.08,0.94,上证系列指数
000821,300红利,6093.63,-2.46%,-153.84,41.68亿,464.7亿,2.71%,6247.96,6078.86,6247.6,6247.47,1.01,上证系列指数
000843,300动态,2990.05,-2.46%,-75.4,97.82亿,1192亿,2.91%,3070.54,2981.38,3070.37,3065.44,1.23,上证系列指数
000903,中证100,4228.97,-2.49%,-107.89,97.19亿,1341亿,2.79%,4338.75,4217.55,4337.64,4336.86,1.07,上证系列指数
000027,180运输,1218.05,-2.50%,-31.24,4.62亿,43.4亿,3.08%,1250.68,1212.26,1250.68,1249.29,1.21,上证系列指数
000940,财富大盘,5330.46,-2.50%,-136.67,203.4亿,2268亿,2.87%,5474.05,5317.09,5473.14,5467.12,1.1,上证系列指数
000918,300成长,4713.53,-2.55%,-123.4,49.87亿,873亿,2.85%,4839.86,4701.81,4835.73,4836.93,1.29,上证系列指数
000054,上证海外,1407.8,-2.59%,-37.42,49.07亿,578.2亿,3.12%,1448.76,1403.59,1448.69,1445.22,1.04,上证系列指数
000123,180动态,6936.11,-2.60%,-185.03,50.16亿,616.5亿,3.16%,7139.96,6915.15,7137.79,7121.14,1.17,上证系列指数
000029,180价值,4281.51,-2.60%,-114.17,50.85亿,554.9亿,2.89%,4399.33,4272.38,4397.46,4395.68,0.97,上证系列指数
000849,300非银,11256.49,-2.63%,-303.8,20.95亿,367.7亿,3.73%,11646.45,11215.1,11639.13,11560.29,1.04,上证系列指数
000925,基本面50,4597.31,-2.63%,-124.38,57.16亿,810.6亿,2.85%,4722.27,4587.85,4721.4,4721.69,1.09,上证系列指数
000110,380金融,4224.88,-2.63%,-114.0,5.71亿,36.8亿,2.94%,4337.98,4210.36,4331.25,4338.88,0.77,上证系列指数
000970,ESG40,1519.86,-2.67%,-41.72,42.61亿,407.5亿,3.05%,1564.05,1516.47,1564.05,1561.58,1.09,上证系列指数
000989,全指可选,4967.62,-2.67%,-136.42,84.24亿,804.9亿,2.69%,5091.46,4954.27,5091.46,5104.05,0.98,上证系列指数
000048,责任指数,1559.95,-2.70%,-43.34,45.86亿,657.4亿,3.18%,1606.3,1555.3,1605.84,1603.29,1.13,上证系列指数
000828,300高贝,2744.44,-2.72%,-76.68,80.5亿,1305亿,3.23%,2828.14,2737.06,2827.82,2821.12,1.21,上证系列指数
000018,180金融,5771.54,-2.72%,-161.07,41.06亿,526.2亿,3.35%,5955.28,5756.37,5950.49,5932.61,0.92,上证系列指数
000134,上证银行,891.24,-2.73%,-24.97,23.19亿,192.2亿,2.96%,916.68,889.54,915.55,916.21,0.82,上证系列指数
000919,300价值,5165.08,-2.74%,-145.54,75.73亿,797.4亿,3.02%,5311.56,5151.06,5311.25,5310.62,1.04,上证系列指数
000974,800金融,6776.95,-2.74%,-190.74,50.63亿,632.7亿,3.40%,6995.36,6758.54,6989.97,6967.69,0.89,上证系列指数
000818,细分金融,6819.29,-2.77%,-194.61,41.55亿,548.6亿,3.36%,7037.83,6802.1,7032.15,7013.9,0.92,上证系列指数
000946,内地金融,7155.05,-2.78%,-204.75,41.43亿,548.6亿,3.37%,7384.73,7136.84,7378.7,7359.8,0.92,上证系列指数
000063,上证周期,3490.52,-2.79%,-100.32,50.43亿,663.7亿,3.15%,3593.3,3480.02,3593.03,3590.84,1.07,上证系列指数
000968,300周期,3985.95,-2.82%,-115.5,95.24亿,1033亿,3.21%,4107.01,3975.41,4105.85,4101.45,1.09,上证系列指数
000947,内地银行,6540.04,-2.82%,-189.59,24.73亿,215.4亿,3.03%,6731.61,6527.65,6722.26,6729.63,0.82,上证系列指数
000951,300银行,6338.79,-2.83%,-184.38,23.66亿,207.7亿,3.04%,6524.75,6326.77,6515.31,6523.16,0.83,上证系列指数
000135,180高贝,6561.83,-2.92%,-197.26,47.22亿,730.4亿,3.55%,6783.11,6542.9,6782.5,6759.09,1.22,上证系列指数
000959,银河99,7232.93,-2.94%,-219.29,87.82亿,1308亿,3.10%,7448.81,7218.0,7448.63,7452.22,1.11,上证系列指数
000820,煤炭指数,2752.2,-2.98%,-84.61,22.98亿,160.7亿,3.32%,2842.75,2748.55,2841.34,2836.81,1.34,上证系列指数
