代码,名称,最新价,涨跌幅,涨跌额,成交量(股),成交额,振幅,最高,最低,今开,昨收,量比,指数
399233,制造指数,1963.49,-1.50%,-29.89,276.9亿,2950亿,1.96%,1996.33,1957.31,1994.47,1993.38,1.05,指数成份
000905,中证500,5723.04,-1.50%,-87.14,158.2亿,1434亿,2.06%,5824.52,5704.98,5821.02,5810.18,1.01,指数成份
399106,深证综指,1751.91,-1.51%,-26.91,437.1亿,4451亿,1.90%,1780.55,1746.7,1780.18,1778.81,1.04,指数成份
399107,深证A指,1832.31,-1.51%,-28.15,436.9亿,4450亿,1.90%,1862.28,1826.85,1861.89,1860.46,1.04,指数成份
399610,TMT50,4919.3,-1.51%,-75.18,40.86亿,506亿,2.29%,5020.9,4906.56,5006.8,4994.47,1.12,指数成份
000064,非周期,2999.81,-1.52%,-46.19,49.68亿,713亿,2.23%,3062.16,2994.14,3060.03,3046.0,1.06,指数成份
399996,智能家居,2583.42,-1.52%,-39.75,36.79亿,614.8亿,1.84%,2623.84,2575.64,2622.57,2623.17,0.93,指数成份
399933,中证医药,9883.94,-1.52%,-152.18,13.26亿,232.8亿,1.84%,10043.97,9859.15,10036.51,10036.12,0.97,指数成份
000933,中证医药,9883.94,-1.52%,-152.18,13.26亿,232.8亿,1.84%,10043.97,9859.15,10036.51,10036.12,0.97,指数成份
399935,中证信息,4161.03,-1.53%,-64.62,44.08亿,553.4亿,2.08%,4237.33,4149.48,4230.56,4225.65,1.06,指数成份
399970,移动互联,2305.08,-1.53%,-35.89,22.62亿,536.3亿,2.13%,2347.31,2297.48,2346.18,2340.97,0.97,指数成份
399635,创业板EW,1644.56,-1.53%,-25.57,23.91亿,354.8亿,2.09%,1673.8,1638.89,1673.08,1670.13,1.0,指数成份
399248,文化指数,1042.75,-1.53%,-16.22,5.75亿,60.67亿,2.33%,1064.11,1039.41,1056.42,1058.97,1.03,指数成份
000935,中证信息,4161.03,-1.53%,-64.62,44.08亿,553.4亿,2.08%,4237.33,4149.48,4230.56,4225.65,1.06,指数成份
399992,CSWD并购,1519.24,-1.54%,-23.73,14.57亿,193.8亿,1.92%,1543.97,1514.32,1543.97,1542.97,1.05,指数成份
399249,综企指数,730.48,-1.54%,-11.45,1.14亿,8.95亿,3.99%,759.59,729.98,757.86,741.93,1.31,指数成份
399696,深证创投,2189.52,-1.54%,-34.15,28.67亿,323.3亿,2.08%,2228.38,2182.04,2226.54,2223.67,0.97,指数成份
399659,深成指EW,3697.29,-1.54%,-57.83,174.5亿,2131亿,2.06%,3763.28,3685.98,3761.97,3755.12,1.03,指数成份
399337,深证民营,4061.19,-1.55%,-63.93,43.8亿,676.3亿,2.09%,4133.34,4047.31,4133.34,4125.12,1.18,指数成份
399642,中小新兴,1568.68,-1.55%,-24.7,37.57亿,420.6亿,1.79%,1593.59,1565.03,1592.93,1593.38,1.09,指数成份
399982,500等权,6942.33,-1.55%,-109.15,158.2亿,1434亿,2.05%,7065.09,6920.84,7060.44,7051.48,1.01,指数成份
399661,深证低波,5466.16,-1.55%,-85.87,48.72亿,565.5亿,2.13%,5567.84,5449.85,5565.61,5552.03,1.09,指数成份
000161,沪中国造,1798.57,-1.56%,-28.45,43.59亿,617.1亿,2.10%,1832.0,1793.63,1830.17,1827.02,0.99,指数成份
000153,上民红利,2705.55,-1.56%,-42.89,9.58亿,143.4亿,2.10%,2754.35,2696.61,2754.35,2748.44,0.79,指数成份
000118,380价值,8235.04,-1.56%,-130.49,29.96亿,232.3亿,1.95%,8380.65,8217.12,8375.18,8365.53,0.97,指数成份
000148,消费领先,8425.27,-1.57%,-134.1,45.94亿,749.8亿,2.23%,8592.08,8401.18,8576.03,8559.37,1.01,指数成份
000126,消费50,7697.35,-1.57%,-123.03,15.29亿,205.3亿,2.32%,7861.08,7679.5,7835.92,7820.38,1.09,指数成份
399612,中创100,1755.45,-1.57%,-27.91,36.24亿,572.7亿,2.05%,1786.53,1750.05,1785.72,1783.37,1.01,指数成份
399810,CSSW传媒,3125.59,-1.57%,-49.87,13.28亿,144.4亿,2.44%,3190.07,3112.56,3184.34,3175.46,1.07,指数成份
399630,1000成长,1390.36,-1.58%,-22.31,109.1亿,1236亿,2.06%,1414.67,1385.54,1414.67,1412.67,1.05,指数成份
000146,优势制造,6312.57,-1.59%,-102.23,17.19亿,185.2亿,2.41%,6446.9,6292.06,6440.18,6414.8,0.97,指数成份
399705,深证中游,2308.79,-1.59%,-37.18,66.08亿,750.8亿,2.15%,2351.97,2301.61,2349.14,2345.97,1.08,指数成份
399690,中小专利,1905.7,-1.60%,-30.89,9.62亿,66.75亿,2.33%,1943.87,1898.73,1940.77,1936.6,0.9,指数成份
399100,新指数,8031.29,-1.60%,-130.69,426.4亿,4405亿,2.01%,8170.1,8006.42,8167.53,8161.98,1.04,指数成份
000801,资源80,3004.15,-1.61%,-49.03,52.55亿,477.6亿,2.07%,3059.08,2995.99,3058.12,3053.17,1.07,指数成份
399680,深成能源,777.41,-1.61%,-12.74,5.36亿,72.55亿,3.30%,797.85,771.78,788.43,790.15,0.96,指数成份
000814,细分医药,9641.86,-1.61%,-157.5,8.2亿,178.6亿,1.92%,9805.52,9617.78,9801.72,9799.36,1.06,指数成份
000066,上证商品,1773.46,-1.62%,-29.18,31.8亿,284.4亿,1.99%,1804.55,1768.63,1803.83,1802.63,1.31,指数成份
000095,上证中游,2877.51,-1.62%,-47.24,68.07亿,755.4亿,2.47%,2942.56,2870.2,2939.78,2924.75,0.98,指数成份
399971,中证传媒,1457.76,-1.63%,-24.23,20.58亿,202.7亿,2.29%,1487.24,1453.31,1484.81,1481.99,0.99,指数成份
000026,180资源,2384.18,-1.63%,-39.43,14.35亿,143.7亿,1.73%,2419.18,2377.27,2419.18,2423.61,1.29,指数成份
399654,深证文化,2674.79,-1.63%,-44.25,23.17亿,233.6亿,2.13%,2724.15,2666.18,2722.43,2719.04,1.1,指数成份
000988,全指工业,3274.89,-1.63%,-54.23,159.8亿,1365亿,2.40%,3345.14,3265.15,3342.31,3329.12,1.03,指数成份
399615,深证工业,2544.58,-1.64%,-42.49,50.22亿,432.1亿,2.35%,2597.58,2536.84,2595.97,2587.07,1.18,指数成份
000046,上证中小,4017.05,-1.64%,-66.88,163.9亿,1629亿,2.31%,4101.87,4007.43,4099.36,4083.93,1.03,指数成份
399646,深消费50,7757.04,-1.65%,-129.79,22.41亿,390亿,2.47%,7923.8,7728.64,7873.99,7886.83,1.12,指数成份
000068,上证资源,1894.41,-1.65%,-31.84,31.47亿,256.5亿,1.90%,1925.33,1888.75,1924.88,1926.25,1.36,指数成份
399802,500深市,5205.84,-1.65%,-87.24,82.63亿,785.2亿,2.19%,5306.61,5190.45,5303.65,5293.07,0.95,指数成份
000067,上证新兴,7251.36,-1.65%,-121.31,33.51亿,488.5亿,2.33%,7402.86,7231.42,7398.04,7372.67,1.29,指数成份
399660,中创EW,2118.81,-1.66%,-35.85,36.24亿,572.7亿,2.29%,2161.78,2112.47,2160.59,2154.66,1.01,指数成份
000069,消费80,4807.02,-1.67%,-81.89,13.54亿,296.5亿,2.29%,4910.27,4798.35,4897.2,4888.91,0.99,指数成份
000097,高端装备,7519.8,-1.67%,-127.58,18.08亿,189.7亿,2.18%,7664.63,7497.9,7654.71,7647.38,0.94,指数成份
399427,专利领先,2670.94,-1.67%,-45.41,64.33亿,416.4亿,2.46%,2729.99,2663.17,2729.99,2716.35,1.11,指数成份
399704,深证上游,3952.35,-1.67%,-67.29,17.25亿,168.1亿,2.22%,4031.59,3942.18,4026.75,4019.64,0.91,指数成份
399011,深证1000,4921.64,-1.68%,-83.87,287.7亿,3090亿,2.05%,5008.87,4906.1,5008.77,5005.5,1.06,指数成份
399656,100绩效,5386.66,-1.68%,-92.06,60.8亿,984.8亿,2.15%,5488.32,5370.76,5476.23,5478.72,1.12,指数成份
000945,内地运输,1706.46,-1.68%,-29.18,11.75亿,87.32亿,2.25%,1739.45,1700.47,1738.35,1735.64,1.0,指数成份
000964,中证新兴,7636.28,-1.68%,-130.68,65.38亿,911.8亿,2.26%,7790.53,7614.96,7789.86,7766.96,1.2,指数成份
399346,深证成长,3593.05,-1.69%,-61.77,42.86亿,559亿,2.12%,3660.26,3582.67,3660.26,3654.82,1.09,指数成份
399658,中小绩效,4022.97,-1.69%,-69.33,32.97亿,478.8亿,2.07%,4099.5,4014.62,4097.68,4092.29,1.02,指数成份
399643,创业新兴,1884.71,-1.70%,-32.6,27.96亿,355.5亿,2.37%,1923.74,1878.36,1922.26,1917.31,1.05,指数成份
000987,全指材料,3017.47,-1.70%,-52.04,104.6亿,977.5亿,2.17%,3075.6,3008.89,3074.8,3069.51,1.01,指数成份
000001,上证指数,3215.04,-1.70%,-55.76,353.2亿,3592亿,2.22%,3279.49,3206.88,3278.49,3270.8,1.04,指数成份
000907,中证700,4799.54,-1.70%,-83.01,250.3亿,2537亿,2.29%,4898.63,4786.89,4896.16,4882.55,1.05,指数成份
000059,全R成长,2996.12,-1.70%,-51.85,154.5亿,1834亿,2.31%,3059.17,2988.64,3058.02,3047.97,1.07,指数成份
000065,上证龙头,3371.09,-1.71%,-58.8,51.46亿,775.6亿,2.25%,3440.64,3363.43,3440.03,3429.88,1.14,指数成份
000017,新综指,2715.15,-1.71%,-47.11,352.8亿,3588亿,2.22%,2769.62,2708.22,2768.77,2762.26,1.04,指数成份
000860,结构调整,1089.82,-1.71%,-18.92,51.57亿,562亿,2.05%,1109.41,1086.64,1109.41,1108.75,1.15,指数成份
399009,深证200,4117.63,-1.71%,-71.5,63.46亿,683.1亿,2.22%,4199.37,4106.27,4197.46,4189.13,1.0,指数成份
000002,A股指数,3367.46,-1.71%,-58.45,352.9亿,3589亿,2.22%,3435.03,3358.88,3433.99,3425.9,1.04,指数成份
000037,上证医药,6525.85,-1.71%,-113.35,6.6亿,117亿,2.12%,6654.76,6513.72,6648.11,6639.21,1.06,指数成份
399679,深证200R,4560.14,-1.71%,-79.19,63.46亿,683.1亿,2.22%,4650.66,4547.56,4648.55,4639.32,1.0,指数成份
000107,380可选,4794.36,-1.72%,-84.15,12.28亿,90.36亿,2.33%,4893.14,4779.55,4893.14,4878.5,1.14,指数成份
000985,中证全指,4674.15,-1.73%,-82.39,760.8亿,7777亿,2.21%,4766.02,4660.96,4764.71,4756.54,1.04,指数成份
000961,中证上游,2408.3,-1.73%,-42.39,40.96亿,314.4亿,1.97%,2450.14,2401.86,2449.53,2450.69,1.2,指数成份
000902,中证流通,4945.86,-1.73%,-87.08,789.7亿,8038亿,2.20%,5042.53,4931.99,5041.22,5032.94,1.04,指数成份
399005,中小板指,6417.32,-1.73%,-113.09,187.4亿,1862亿,2.05%,6535.52,6401.84,6533.82,6530.41,1.04,指数成份
399333,中小板R,7139.48,-1.73%,-125.82,32.97亿,478.8亿,2.05%,7270.98,7122.26,7269.08,7265.3,1.02,指数成份
399807,高铁产业,1732.07,-1.74%,-30.62,8.7亿,74.91亿,2.92%,1777.8,1726.37,1774.93,1762.69,1.1,指数成份
000962,中证中游,3132.07,-1.74%,-55.48,114.9亿,1265亿,2.40%,3199.68,3123.2,3198.47,3187.55,1.05,指数成份
399812,养老产业,7777.43,-1.75%,-138.57,19.96亿,419.6亿,2.14%,7929.22,7759.74,7921.31,7916.01,1.01,指数成份
399633,深300EW,5060.3,-1.75%,-90.04,124.3亿,1668亿,2.22%,5160.87,5046.6,5159.03,5150.34,1.05,指数成份
000865,上海国企,1738.17,-1.75%,-31.01,16.52亿,217.5亿,2.22%,1776.18,1736.92,1773.44,1769.19,1.11,指数成份
399991,一带一路,1707.32,-1.76%,-30.63,50.89亿,513.7亿,2.68%,1748.52,1701.88,1747.14,1737.95,1.14,指数成份
000963,中证下游,5823.15,-1.77%,-105.18,59.28亿,983.1亿,2.26%,5942.41,5808.33,5930.0,5928.33,1.07,指数成份
000939,民企200,1686.57,-1.78%,-30.52,74.69亿,776.1亿,2.22%,1719.98,1681.9,1719.98,1717.09,1.12,指数成份
000915,300信息,2071.32,-1.78%,-37.57,23.4亿,290亿,2.19%,2112.11,2065.98,2111.89,2108.89,1.17,指数成份
399706,深证下游,5912.13,-1.79%,-107.83,32.15亿,598.6亿,2.22%,6026.26,5892.86,6011.16,6019.96,1.01,指数成份
399326,成长40,4418.63,-1.79%,-80.33,20.41亿,276.1亿,2.42%,4517.04,4408.12,4512.5,4498.96,1.22,指数成份
399682,深成工业,1029.04,-1.79%,-18.72,27.72亿,255.9亿,2.40%,1051.08,1025.94,1050.76,1047.76,1.17,指数成份
399673,创业板50,1351.23,-1.79%,-24.61,13.91亿,230.3亿,2.44%,1380.82,1347.28,1379.73,1375.84,0.97,指数成份
000969,300非周,4365.66,-1.80%,-79.85,94.12亿,1411亿,2.30%,4457.77,4355.55,4452.31,4445.51,1.11,指数成份
399699,金融科技,3462.91,-1.81%,-63.68,17.93亿,226.6亿,2.59%,3540.99,3449.72,3537.45,3526.59,1.12,指数成份
399657,300绩效,5912.2,-1.81%,-108.94,124.3亿,1668亿,2.19%,6026.48,5894.59,6025.45,6021.14,1.05,指数成份
000090,上证流通,1204.41,-1.83%,-22.48,352.8亿,3588亿,2.37%,1230.34,1201.27,1229.91,1226.89,1.04,指数成份
399662,深证高贝,1682.07,-1.84%,-31.5,44.98亿,671亿,2.36%,1717.62,1677.25,1717.32,1713.57,0.98,指数成份
399805,互联金融,3017.72,-1.84%,-56.53,28.91亿,425.6亿,2.86%,3094.9,3006.88,3092.04,3074.25,1.06,指数成份
000960,中证龙头,4265.36,-1.85%,-80.44,80.5亿,1226亿,2.32%,4353.53,4252.77,4353.53,4345.8,1.11,指数成份
399002,深成指R,12374.23,-1.85%,-233.29,146.8亿,1422亿,2.17%,12609.51,12335.76,12609.51,12607.52,1.03,指数成份
399001,深证成指,10224.31,-1.86%,-193.94,437.1亿,4451亿,2.17%,10418.71,10192.52,10418.71,10418.24,1.04,指数成份
399632,深100EW,4227.43,-1.87%,-80.64,60.8亿,984.8亿,2.32%,4314.97,4214.99,4313.65,4308.07,1.12,指数成份
000957,300运输,1531.06,-1.87%,-29.14,7.36亿,63.69亿,2.53%,1565.08,1525.58,1562.87,1560.2,1.07,指数成份
000854,500原料,4384.26,-1.87%,-83.53,25.53亿,224.8亿,2.33%,4473.53,4369.26,4469.71,4467.8,0.9,指数成份
000930,中证工业,2978.25,-1.89%,-57.47,68.12亿,589.7亿,2.76%,3052.86,2969.05,3050.56,3035.72,1.07,指数成份
399804,中证体育,1609.49,-1.90%,-31.24,3.23亿,41.57亿,2.62%,1646.09,1603.11,1642.99,1640.73,0.9,指数成份
000953,中证地企,1430.69,-1.90%,-27.68,179.5亿,1815亿,2.37%,1461.73,1427.1,1460.88,1458.37,1.01,指数成份
399614,深证材料,2524.16,-1.91%,-49.1,28.31亿,291.2亿,2.40%,2578.7,2517.05,2577.48,2573.26,0.9,指数成份
399904,中证200,4045.41,-1.91%,-78.7,92.16亿,1103亿,2.56%,4142.13,4036.63,4139.56,4124.11,1.13,指数成份
000904,中证200,4045.41,-1.91%,-78.7,92.16亿,1103亿,2.56%,4142.13,4036.63,4139.56,4124.11,1.13,指数成份
399638,深证环保,3436.39,-1.91%,-66.93,17.85亿,156.5亿,2.57%,3516.95,3426.98,3515.28,3503.33,1.07,指数成份
399239,IT指数,1811.3,-1.93%,-35.66,44.34亿,490.8亿,2.52%,1851.71,1805.13,1850.26,1846.96,1.04,指数成份
399675,深互联网,3037.09,-1.93%,-59.86,26.28亿,352.7亿,2.68%,3109.22,3026.13,3106.7,3096.95,0.99,指数成份
000944,内地资源,2501.44,-1.94%,-49.48,42.46亿,318亿,2.04%,2547.31,2495.25,2547.2,2550.92,1.18,指数成份
399677,深互联EW,3703.44,-1.94%,-73.14,26.28亿,352.7亿,2.67%,3790.4,3689.53,3787.46,3776.57,0.99,指数成份
399608,科技100,2310.88,-1.94%,-45.73,27.39亿,429.3亿,2.18%,2356.15,2304.67,2355.81,2356.61,1.0,指数成份
399944,内地资源,2501.44,-1.94%,-49.48,42.46亿,318亿,2.04%,2547.31,2495.25,2547.2,2550.92,1.18,指数成份
399631,1000价值,2008.22,-1.95%,-40.0,117.2亿,1162亿,2.36%,2049.59,2001.27,2048.35,2048.22,1.08,指数成份
399013,深市精选,4680.84,-1.95%,-92.88,180.2亿,1997亿,2.21%,4772.9,4667.3,4772.49,4773.72,1.07,指数成份
000150,380红利,8886.56,-1.96%,-177.77,4.83亿,38.6亿,2.27%,9073.17,8867.75,9064.49,9064.33,0.95,指数成份
000929,中证材料,2764.4,-1.97%,-55.51,47.89亿,483.2亿,2.35%,2822.75,2756.62,2821.65,2819.91,0.92,指数成份
000955,中证国企,1330.39,-1.99%,-26.96,308.4亿,3129亿,2.40%,1359.79,1327.2,1359.29,1357.35,1.0,指数成份
000152,上央红利,2061.5,-2.00%,-42.15,29.68亿,261.7亿,2.31%,2106.4,2057.88,2105.23,2103.66,0.95,指数成份
000047,上证全指,3417.81,-2.00%,-69.89,220.7亿,2378亿,2.55%,3498.24,3409.17,3497.12,3487.7,1.05,指数成份
399681,深成材料,915.98,-2.02%,-18.91,24.93亿,258.6亿,2.47%,936.64,913.53,936.14,934.89,0.9,指数成份
399974,国企改革,1557.35,-2.02%,-32.11,49.16亿,744.8亿,2.51%,1592.56,1552.68,1591.86,1589.46,1.02,指数成份
399694,创业高贝,2477.0,-2.02%,-51.14,17.97亿,273.7亿,2.53%,2531.68,2467.68,2530.69,2528.14,0.95,指数成份
000033,上证材料,2108.67,-2.02%,-43.41,27.17亿,280.5亿,2.37%,2154.4,2103.44,2153.85,2152.08,0.97,指数成份
399344,深证300R,5103.51,-2.03%,-105.68,124.3亿,1668亿,2.29%,5207.79,5088.35,5207.79,5209.18,1.05,指数成份
000909,300材料,2198.21,-2.04%,-45.85,22.36亿,258.3亿,2.40%,2246.32,2192.53,2245.77,2244.07,0.96,指数成份
000942,内地消费,9062.62,-2.04%,-188.37,14.43亿,400.2亿,2.70%,9292.4,9042.82,9242.69,9250.99,0.99,指数成份
000922,中证红利,4891.72,-2.04%,-101.96,49.44亿,548.6亿,2.32%,4998.78,4882.84,4993.16,4993.68,0.98,指数成份
000055,上证地企,1227.2,-2.04%,-25.61,26.73亿,385.4亿,2.69%,1258.71,1225.02,1257.35,1252.81,0.98,指数成份
399007,深证300,4308.34,-2.04%,-89.6,124.3亿,1668亿,2.29%,4396.38,4295.55,4396.38,4397.95,1.05,指数成份
399335,深证央企,4242.24,-2.05%,-88.82,14.78亿,203.6亿,2.00%,4321.74,4235.17,4313.81,4331.06,0.98,指数成份
000812,细分机械,4354.37,-2.06%,-91.76,23.9亿,242.3亿,3.08%,4475.32,4338.28,4469.55,4446.13,1.02,指数成份
000034,上证工业,2301.15,-2.06%,-48.35,27.99亿,250.5亿,3.03%,2365.78,2294.65,2363.64,2349.5,1.12,指数成份
000030,180R成长,2252.52,-2.07%,-47.52,80.99亿,1183亿,2.66%,2308.21,2247.06,2306.96,2300.04,1.09,指数成份
399641,深证新兴,1789.38,-2.07%,-37.81,79.99亿,1052亿,2.30%,1826.55,1784.53,1826.55,1827.19,1.07,指数成份
000145,优势资源,3465.76,-2.07%,-73.26,23.06亿,213.1亿,2.32%,3539.19,3457.24,3539.19,3539.02,1.18,指数成份
000043,超大盘,2533.13,-2.08%,-53.82,29.91亿,455.7亿,2.62%,2592.93,2525.23,2591.89,2586.95,1.21,指数成份
000857,500医药,11126.25,-2.08%,-236.76,8.36亿,98.45亿,2.62%,11394.48,11096.35,11380.24,11363.01,0.9,指数成份
000044,上证中盘,3638.28,-2.08%,-77.43,58.4亿,708.9亿,2.78%,3734.67,3631.54,3732.23,3715.71,0.98,指数成份
000057,全指成长,4093.9,-2.09%,-87.58,58.04亿,833.4亿,2.70%,4196.77,4083.82,4189.52,4181.48,1.16,指数成份
399901,小康指数,5580.67,-2.09%,-119.07,69.18亿,794.1亿,2.63%,5718.65,5569.01,5717.88,5699.74,1.08,指数成份
399655,深证绩效,8553.8,-2.09%,-182.44,19.49亿,491.6亿,2.33%,8730.95,8527.02,8729.56,8736.24,1.07,指数成份
000901,小康指数,5580.67,-2.09%,-119.07,69.18亿,794.1亿,2.63%,5718.65,5569.01,5717.88,5699.74,1.08,指数成份
399650,中小治理,2132.9,-2.09%,-45.51,8.64亿,169.9亿,2.26%,2178.0,2128.75,2176.65,2178.41,1.09,指数成份
000926,中证央企,1990.98,-2.10%,-42.77,128.8亿,1314亿,2.45%,2036.06,1986.3,2035.87,2033.75,0.99,指数成份
000906,中证800,4306.64,-2.11%,-92.69,347.5亿,3878亿,2.53%,4406.37,4295.11,4405.67,4399.33,1.06,指数成份
000811,细分有色,4203.94,-2.12%,-91.21,19.93亿,175.9亿,2.24%,4289.52,4193.39,4287.22,4295.15,1.0,指数成份
000853,CSSW丝路,1870.9,-2.12%,-40.44,60.43亿,569.6亿,3.09%,1922.61,1863.52,1922.03,1911.34,1.09,指数成份
399672,深红利50,4006.61,-2.13%,-87.27,14.95亿,327.4亿,2.25%,4089.67,3997.6,4084.21,4093.88,1.11,指数成份
000125,180稳定,10760.44,-2.15%,-235.93,65亿,841.1亿,2.67%,11030.88,10736.97,11026.63,10996.37,0.95,指数成份
000015,红利指数,2973.18,-2.17%,-66.03,32.15亿,305.8亿,2.44%,3042.4,2968.29,3041.16,3039.21,0.97,指数成份
399651,中小责任,1614.4,-2.18%,-36.02,14.2亿,218.3亿,2.35%,1649.09,1610.39,1648.85,1650.42,1.16,指数成份
000019,治理指数,1119.4,-2.19%,-25.05,128亿,1317亿,2.72%,1147.38,1116.27,1147.12,1144.45,1.05,指数成份
000151,上国红利,1343.99,-2.19%,-30.16,24.78亿,202.2亿,2.54%,1377.42,1342.54,1376.0,1374.15,0.92,指数成份
000819,有色金属,3863.94,-2.20%,-87.11,21.81亿,205.3亿,2.38%,3947.61,3853.62,3947.33,3951.05,0.99,指数成份
399004,深证100R,5491.45,-2.20%,-123.54,60.8亿,984.8亿,2.47%,5613.32,5474.47,5606.74,5614.99,1.12,指数成份
000060,全R价值,3790.6,-2.20%,-85.17,184.6亿,1846亿,2.72%,3886.3,3780.75,3884.77,3875.77,1.02,指数成份
399648,深证GDP,9156.87,-2.21%,-207.2,47.5亿,547.2亿,2.52%,9359.39,9123.75,9356.46,9364.07,1.1,指数成份
399330,深证100,4346.41,-2.21%,-98.38,60.8亿,984.8亿,2.47%,4442.87,4332.97,4437.66,4444.79,1.12,指数成份
000056,上证国企,1099.05,-2.21%,-24.86,80.88亿,893.6亿,2.74%,1127.56,1096.73,1127.0,1123.91,1.05,指数成份
000972,300沪市,3737.93,-2.21%,-84.49,126.5亿,1502亿,2.75%,3834.5,3729.2,3833.26,3822.42,1.08,指数成份
399354,分析师指数,6531.01,-2.24%,-149.31,79.81亿,1277亿,2.68%,6690.87,6512.08,6690.04,6680.32,1.13,指数成份
000805,A股资源,4188.85,-2.24%,-96.19,40.97亿,319.6亿,2.39%,4282.07,4179.6,4280.64,4285.04,1.22,指数成份
000910,300工业,2444.61,-2.24%,-56.13,34.32亿,309.2亿,3.14%,2515.65,2437.1,2513.79,2500.74,1.12,指数成份
000102,沪投资品,4275.37,-2.25%,-98.3,27.53亿,284.6亿,2.75%,4383.75,4263.46,4382.05,4373.67,1.1,指数成份
000927,央企100,1808.2,-2.26%,-41.74,70.75亿,684.9亿,2.61%,1852.17,1803.9,1852.17,1849.94,1.08,指数成份
000980,中证超大,3419.97,-2.26%,-79.18,61.98亿,880.5亿,2.47%,3499.08,3412.77,3499.08,3499.14,1.09,指数成份
000846,ESG100,1257.94,-2.26%,-29.03,81.42亿,967.9亿,2.61%,1288.57,1254.93,1288.41,1286.97,1.05,指数成份
000010,上证180,8887.02,-2.26%,-205.89,115.2亿,1458亿,2.79%,9119.27,8865.76,9116.95,9092.91,1.04,指数成份
000956,国企200,1196.6,-2.27%,-27.84,125.6亿,1442亿,2.64%,1226.26,1193.97,1225.86,1224.45,1.05,指数成份
000954,地企100,1320.81,-2.29%,-30.96,54.87亿,756.8亿,2.71%,1354.52,1317.88,1353.28,1351.77,1.01,指数成份
399341,深证责任,1727.62,-2.30%,-40.62,39.64亿,694.1亿,2.62%,1768.12,1721.87,1761.54,1768.25,1.08,指数成份
000300,沪深300,4025.61,-2.31%,-95.0,189.4亿,2444亿,2.68%,4126.09,4015.47,4125.97,4120.61,1.1,指数成份
399300,沪深300,4025.61,-2.31%,-95.0,189.4亿,2444亿,2.68%,4126.09,4015.47,4125.97,4120.61,1.1,指数成份
399235,建筑指数,1439.1,-2.31%,-34.08,9.98亿,81.85亿,2.68%,1474.87,1435.35,1473.9,1473.17,1.18,指数成份
000049,上证民企,1803.17,-2.34%,-43.17,25.7亿,424.8亿,2.92%,1852.73,1798.82,1852.07,1846.34,1.06,指数成份
000028,180成长,3591.27,-2.35%,-86.4,33.31亿,577.7亿,2.73%,3684.48,3584.09,3679.55,3677.67,1.13,指数成份
000035,上证可选,2628.39,-2.35%,-63.38,14.54亿,127.4亿,2.58%,2691.04,2621.64,2691.04,2691.77,1.08,指数成份
000042,上证央企,1644.16,-2.36%,-39.67,54.14亿,508.2亿,2.83%,1687.52,1639.82,1687.18,1683.83,1.1,指数成份
000016,上证50,2970.49,-2.36%,-71.94,56.76亿,748.7亿,2.84%,3048.82,2962.36,3047.43,3042.43,1.1,指数成份
000008,综合指数,3040.33,-2.38%,-74.12,87.13亿,844亿,2.90%,3123.48,3033.08,3121.25,3114.45,1.03,指数成份
399995,基建工程,4870.59,-2.38%,-118.93,22.71亿,172.6亿,3.43%,5030.34,4859.32,5024.26,4989.52,1.17,指数成份
000058,全指价值,4345.22,-2.39%,-106.25,88.09亿,845.3亿,2.78%,4458.05,4334.5,4457.02,4451.47,1.01,指数成份
000062,上证沪企,2294.37,-2.39%,-56.23,16.07亿,200.2亿,2.96%,2360.36,2290.84,2357.8,2350.6,1.02,指数成份
000171,新兴成指,1189.82,-2.40%,-29.24,39.24亿,645.6亿,2.61%,1219.09,1187.25,1219.09,1219.06,1.2,指数成份
000155,市值百强,2961.08,-2.40%,-72.76,86.83亿,1141亿,2.87%,3040.57,2953.61,3039.98,3033.85,1.09,指数成份
399649,中小红利,2785.06,-2.41%,-68.77,14.11亿,174.1亿,2.65%,2852.73,2777.13,2852.73,2853.83,1.26,指数成份
000031,180R价值,3153.78,-2.42%,-78.32,98.52亿,1160亿,2.94%,3241.16,3146.14,3239.7,3232.1,1.01,指数成份
000021,180治理,1031.4,-2.44%,-25.78,77.1亿,893.7亿,2.95%,1059.79,1028.59,1059.55,1057.18,1.07,指数成份
399703,深证F200,7044.18,-2.45%,-177.01,93.17亿,1170亿,2.71%,7211.91,7016.45,7211.91,7221.18,1.08,指数成份
000149,180红利,3753.91,-2.45%,-94.18,28.12亿,265.5亿,2.58%,3847.78,3748.43,3846.56,3848.08,0.94,指数成份
399653,深证龙头,2265.02,-2.48%,-57.69,31.61亿,561.9亿,2.68%,2319.53,2257.24,2312.68,2322.71,1.12,指数成份
399975,证券公司,803.38,-2.49%,-20.48,22.93亿,288.9亿,4.14%,835.39,801.26,833.89,823.86,1.01,指数成份
399348,深证价值,6375.67,-2.49%,-162.58,55.43亿,659.3亿,2.71%,6530.97,6353.81,6528.01,6538.26,1.12,指数成份
399903,中证100,4228.97,-2.49%,-107.89,97.19亿,1341亿,2.79%,4338.75,4217.55,4337.64,4336.86,1.07,指数成份
000903,中证100,4228.97,-2.49%,-107.89,97.19亿,1341亿,2.79%,4338.75,4217.55,4337.64,4336.86,1.07,指数成份
399707,CSSW证券,6551.1,-2.50%,-167.68,21.42亿,268.6亿,4.11%,6810.56,6534.51,6799.0,6718.78,1.02,指数成份
